NAME	TITLE	SCORE	
DCSTAMP	DCSTAMP	0.2156364	
BIRC7	BIRC7	0.21507072	
RAC2	RAC2	0.21497571	
FABP3	FABP3	0.21371594	
LINC01010	LINC01010	0.21311831	
RPS26	RPS26	0.21281926	
ATP6V1B2	ATP6V1B2	0.21086873	
UQCRB	UQCRB	0.20976198	
SEMA6B	SEMA6B	0.209599	
EEPD1	EEPD1	0.20950153	
SDC2	SDC2	0.2093034	
CDA	CDA	0.20917429	
TGFBR1	TGFBR1	0.20773718	
ACTB	ACTB	0.20709221	
SLC31A1	SLC31A1	0.2070422	
PRDX1	PRDX1	0.20691238	
ATP6V1F	ATP6V1F	0.20626983	
LITAF	LITAF	0.20184247	
SCPEP1	SCPEP1	0.20024197	
NEAT1	NEAT1	0.19888614	
ATP6AP1	ATP6AP1	0.1973876	
SPOCD1	SPOCD1	0.1969172	
FOLR3	FOLR3	0.19625734	
LGMN	LGMN	0.19552541	
MFSD12	MFSD12	0.19538186	
IDH1	IDH1	0.19280666	
FLT1	FLT1	0.19143294	
LY96	LY96	0.19140282	
ATP5MPL	ATP5MPL	0.19059898	
SLAMF8	SLAMF8	0.19058187	
TPT1	TPT1	0.18973432	
ABI3	ABI3	0.18962109	
GPX3	GPX3	0.18645233	
EGR2	EGR2	0.18641923	
CHST11	CHST11	0.18622458	
YBX3	YBX3	0.18596426	
RGS12	RGS12	0.18485183	
CRTAM	CRTAM	0.18461478	
FAM213A	FAM213A	0.18322006	
FAIM	FAIM	0.18194136	
LAPTM5	LAPTM5	0.18143141	
G6PD	G6PD	0.18125625	
ST13	ST13	0.18084928	
PHLDA1	PHLDA1	0.18068528	
METTL9	METTL9	0.18060003	
CKLF	CKLF	0.1800471	
RPL34	RPL34	0.17971379	
CD84	CD84	0.1792928	
ABHD2	ABHD2	0.17877872	
HM13	HM13	0.17852877	
FNIP2	FNIP2	0.17837419	
MUC20-OT1	MUC20-OT1	0.1776853	
AK8	AK8	0.17715555	
RAP2B	RAP2B	0.17705767	
AQP9	AQP9	0.17634171	
ZMAT3	ZMAT3	0.17623626	
ATP13A3	ATP13A3	0.17619108	
TOB1	TOB1	0.17564712	
SLC26A11	SLC26A11	0.17553368	
GSR	GSR	0.17548628	
RNF13	RNF13	0.17442976	
RPS27L	RPS27L	0.17426053	
RPL7	RPL7	0.1721901	
MAP4K4	MAP4K4	0.17175423	
GM2A	GM2A	0.17148621	
ADGRE2	ADGRE2	0.1705418	
RPS6KA1	RPS6KA1	0.1702896	
ALCAM	ALCAM	0.17028487	
SLC38A6	SLC38A6	0.1695546	
HTRA4	HTRA4	0.16950577	
ATP6V1A	ATP6V1A	0.16942203	
SYTL1	SYTL1	0.16801251	
FCN1	FCN1	0.16759801	
AC147651.4	AC147651.4	0.16731374	
UQCRH	UQCRH	0.16711128	
ASAP1	ASAP1	0.16695896	
CCR1	CCR1	0.16596077	
FUCA1	FUCA1	0.16593827	
EIF1	EIF1	0.16562708	
AC015660.2	AC015660.2	0.16558288	
PIM1	PIM1	0.16523236	
GK	GK	0.16514717	
FCGR2B	FCGR2B	0.16456802	
PRKCB	PRKCB	0.16447496	
MXRA7	MXRA7	0.1622927	
POMP	POMP	0.16178912	
BCL11A	BCL11A	0.16121851	
SOAT1	SOAT1	0.16102834	
SET	SET	0.16089913	
NCEH1	NCEH1	0.16074255	
NCOA4	NCOA4	0.1592973	
PTMA	PTMA	0.15913561	
SMS	SMS	0.15884751	
LASP1	LASP1	0.158466	
GRK6	GRK6	0.15831968	
VDAC1	VDAC1	0.15811615	
TPP1	TPP1	0.1564347	
HSD17B12	HSD17B12	0.15610482	
GPR82	GPR82	0.15594146	
TRAPPC2L	TRAPPC2L	0.15590003	
IER5L	IER5L	0.15552357	
KLF6	KLF6	0.15543231	
COX7B	COX7B	0.15529267	
M6PR	M6PR	0.15508494	
SNCA	SNCA	0.15449385	
CA2	CA2	0.15364446	
NAP1L1	NAP1L1	0.15339303	
GHITM	GHITM	0.15308557	
ANXA11	ANXA11	0.15285072	
GDI2	GDI2	0.15133093	
CNN2	CNN2	0.15107113	
DAB2	DAB2	0.15066509	
GADD45A	GADD45A	0.15020122	
HNRNPA1	HNRNPA1	0.1498266	
NFE2L2	NFE2L2	0.1494161	
CCR5	CCR5	0.14873865	
BHLHE41	BHLHE41	0.14855036	
TSPAN32	TSPAN32	0.14851923	
RPS28	RPS28	0.14809729	
C1orf162	C1orf162	0.14806083	
RPN1	RPN1	0.14793004	
SLC25A5	SLC25A5	0.14695196	
INSIG1	INSIG1	0.14690009	
ARL6IP1	ARL6IP1	0.14661516	
RAB20	RAB20	0.14636937	
PAPSS2	PAPSS2	0.14626934	
STARD4	STARD4	0.14626156	
TPI1	TPI1	0.14541294	
S100A9	S100A9	0.1454038	
MAFF	MAFF	0.14521763	
ACE	ACE	0.14508104	
CRIM1	CRIM1	0.14506492	
ATP5PB	ATP5PB	0.14489527	
IDI1	IDI1	0.14426911	
CYGB	CYGB	0.14393434	
LILRB4	LILRB4	0.1438873	
MCRIP2	MCRIP2	0.14368138	
GCLC	GCLC	0.14363377	
ATP6V0A1	ATP6V0A1	0.1435863	
BCAP31	BCAP31	0.14319639	
NPC2	NPC2	0.1430659	
PBX3	PBX3	0.14302157	
CALR	CALR	0.14295247	
RAB32	RAB32	0.14268288	
PALLD	PALLD	0.14262582	
CALM2	CALM2	0.14244018	
ASAH1	ASAH1	0.1420156	
ACAT2	ACAT2	0.14145955	
GPR34	GPR34	0.14109574	
LPCAT2	LPCAT2	0.14071873	
CLEC11A	CLEC11A	0.14047241	
CNIH1	CNIH1	0.14046891	
ACTR3	ACTR3	0.14040327	
GALNT1	GALNT1	0.14029616	
SELENON	SELENON	0.140227	
ADK	ADK	0.13981177	
ZMIZ1-AS1	ZMIZ1-AS1	0.13920416	
ODC1	ODC1	0.13900545	
ABL2	ABL2	0.1389135	
SLC49A3	SLC49A3	0.13885681	
CHIT1	CHIT1	0.13870487	
GALNT12	GALNT12	0.13835914	
RHOA	RHOA	0.13800791	
SGK3	SGK3	0.13782439	
LDLRAP1	LDLRAP1	0.13742898	
C6orf62	C6orf62	0.13737912	
GNB4	GNB4	0.13712163	
ADTRP	ADTRP	0.13710254	
GABPB1-AS1	GABPB1-AS1	0.13708322	
IQGAP2	IQGAP2	0.13700451	
ZYX	ZYX	0.13674253	
LGALS9	LGALS9	0.13664328	
HES2	HES2	0.1360744	
STT3B	STT3B	0.13549462	
DCXR	DCXR	0.13536535	
AC004556.1	AC004556.1	0.13478385	
SPP1	SPP1	0.1345949	
MMP2	MMP2	0.13459355	
NORAD	NORAD	0.13451	
LTA4H	LTA4H	0.1344426	
XIAP	XIAP	0.13444118	
VNN1	VNN1	0.1338777	
LILRB3	LILRB3	0.13386725	
FANCE	FANCE	0.13365528	
GSDME	GSDME	0.13345091	
KCNJ5	KCNJ5	0.13343596	
RAB1A	RAB1A	0.1333802	
CLEC12A	CLEC12A	0.13325222	
BBC3	BBC3	0.13314004	
PTP4A1	PTP4A1	0.13312621	
TMEM30A	TMEM30A	0.13299194	
CYTOR	CYTOR	0.1329672	
FADS1	FADS1	0.13267389	
CLN8	CLN8	0.13264774	
MREG	MREG	0.13238908	
TCIRG1	TCIRG1	0.13200296	
SPECC1	SPECC1	0.13181654	
UBASH3B	UBASH3B	0.13132933	
JUP	JUP	0.13129695	
TALDO1	TALDO1	0.13123982	
LIMD2	LIMD2	0.13061087	
SLC20A1	SLC20A1	0.1305127	
WWTR1	WWTR1	0.13039373	
ZNF385A	ZNF385A	0.13010661	
SLC1A5	SLC1A5	0.12954247	
CPM	CPM	0.12887977	
RRAGD	RRAGD	0.12873423	
MAD1L1	MAD1L1	0.12871403	
TXNL1	TXNL1	0.12856065	
IFRD1	IFRD1	0.12842485	
EIF3L	EIF3L	0.12833564	
NPM1	NPM1	0.12804928	
CORO1C	CORO1C	0.12790309	
ATP6V1G1	ATP6V1G1	0.12785846	
OXA1L	OXA1L	0.1277813	
DBI	DBI	0.12777644	
ARMH1	ARMH1	0.12741221	
FDX1	FDX1	0.12736592	
PLK3	PLK3	0.12720451	
ELOB	ELOB	0.12702785	
ACOT7	ACOT7	0.12701038	
HMGA1	HMGA1	0.12699105	
PDE3B	PDE3B	0.12689568	
EVI2A	EVI2A	0.12667815	
BHLHE40	BHLHE40	0.12657188	
FKBP1A	FKBP1A	0.12649632	
DLEU7	DLEU7	0.1260873	
C11orf21	C11orf21	0.1257157	
TDP2	TDP2	0.1256769	
PSMC6	PSMC6	0.1255952	
VKORC1L1	VKORC1L1	0.12516567	
MSMO1	MSMO1	0.12486013	
EEF2	EEF2	0.12483913	
CKAP4	CKAP4	0.124332	
TMIGD3	TMIGD3	0.12427906	
YWHAZ	YWHAZ	0.124095276	
FDXR	FDXR	0.124056816	
RPS3A	RPS3A	0.1240535	
CCL3	CCL3	0.12404981	
CCND2	CCND2	0.12395708	
FAM129B	FAM129B	0.12362189	
CHI3L1	CHI3L1	0.12343711	
MMP2-AS1	MMP2-AS1	0.12342796	
PRAM1	PRAM1	0.1233819	
DGKH	DGKH	0.12296744	
PCBP1	PCBP1	0.12292103	
MYOZ1	MYOZ1	0.12258443	
HSP90B1	HSP90B1	0.1222874	
TM4SF19	TM4SF19	0.12224197	
CLTC	CLTC	0.12214567	
PMP22	PMP22	0.122142665	
CD44	CD44	0.122077174	
CD48	CD48	0.122054845	
SUB1	SUB1	0.1218932	
EIF3M	EIF3M	0.12186647	
MRAS	MRAS	0.121733576	
MOB1A	MOB1A	0.121689446	
CELF1	CELF1	0.12129	
ST14	ST14	0.12122557	
EVI2B	EVI2B	0.12122334	
SDSL	SDSL	0.12110297	
ZFAND5	ZFAND5	0.12104212	
ALDH1A1	ALDH1A1	0.12104042	
COL8A2	COL8A2	0.120978706	
TMEM38B	TMEM38B	0.120952256	
PIR	PIR	0.120878056	
SH3BGRL3	SH3BGRL3	0.12051607	
CD53	CD53	0.12041113	
YBEY	YBEY	0.1204003	
RNMT	RNMT	0.11990723	
IPO7	IPO7	0.1199023	
HPCAL1	HPCAL1	0.119886115	
KYNU	KYNU	0.11983444	
AC244090.1	AC244090.1	0.11972897	
COX5A	COX5A	0.11959198	
VMP1	VMP1	0.11950261	
CIR1	CIR1	0.119094126	
AHCYL1	AHCYL1	0.11899689	
ARL17A	ARL17A	0.11899558	
HMGN2	HMGN2	0.11889007	
CD22	CD22	0.118873194	
TDRD9	TDRD9	0.11862374	
DCAF7	DCAF7	0.118235454	
TGM2	TGM2	0.1181882	
BCL2L1	BCL2L1	0.11817403	
SLC37A2	SLC37A2	0.11809164	
MFSD1	MFSD1	0.11789875	
FAM198B	FAM198B	0.117547676	
UCHL1	UCHL1	0.117512956	
LINC01678	LINC01678	0.11733959	
PSMA3	PSMA3	0.11728269	
PCNA	PCNA	0.117134795	
VAT1	VAT1	0.11709309	
NRP1	NRP1	0.11706002	
RRM2B	RRM2B	0.117001794	
FCHO2	FCHO2	0.11686675	
TECR	TECR	0.116636075	
LGALS8	LGALS8	0.116497286	
PSMA1	PSMA1	0.11636071	
CREG1	CREG1	0.116318636	
PCYT1A	PCYT1A	0.11631104	
CDC42EP3	CDC42EP3	0.11605348	
CANX	CANX	0.1159737	
HERPUD1	HERPUD1	0.115839474	
ATP1B3	ATP1B3	0.11555244	
HNRNPC	HNRNPC	0.115458824	
RARRES1	RARRES1	0.11537087	
RPL12	RPL12	0.11534482	
PLPP5	PLPP5	0.11516838	
IL3RA	IL3RA	0.11512015	
SQLE	SQLE	0.11494486	
PADI2	PADI2	0.114757195	
SKAP2	SKAP2	0.114746384	
CDS2	CDS2	0.114570595	
SETDB2	SETDB2	0.11451104	
PDIA4	PDIA4	0.11428681	
COTL1	COTL1	0.11428457	
TMEM70	TMEM70	0.11427483	
LHFPL2	LHFPL2	0.11422758	
PSMD6	PSMD6	0.11415354	
TMEM91	TMEM91	0.114137076	
RASGRP3	RASGRP3	0.11399111	
CD58	CD58	0.11387337	
GGCT	GGCT	0.11382438	
FAM96A	FAM96A	0.11378745	
DDB2	DDB2	0.11370103	
NCLN	NCLN	0.113366015	
SQSTM1	SQSTM1	0.112908	
KCTD12	KCTD12	0.11285182	
PDXK	PDXK	0.11252038	
PRKAR1B	PRKAR1B	0.11237312	
RPS13	RPS13	0.112229	
RGS10	RGS10	0.112220265	
CAPG	CAPG	0.112052366	
TIGAR	TIGAR	0.11192208	
ACOT11	ACOT11	0.11170886	
RCBTB2	RCBTB2	0.11163185	
RAB11A	RAB11A	0.11152568	
PRKACB	PRKACB	0.111399956	
STK24	STK24	0.111383915	
HSPA5	HSPA5	0.111195065	
RGCC	RGCC	0.11113501	
RBPJ	RBPJ	0.11102708	
INAFM2	INAFM2	0.11068306	
OPN3	OPN3	0.11046449	
PFKP	PFKP	0.11026629	
KIF22	KIF22	0.11014015	
TAF7	TAF7	0.109744094	
CYP4V2	CYP4V2	0.109629124	
GAS7	GAS7	0.10940495	
TPM4	TPM4	0.10933437	
RNASE6	RNASE6	0.10912279	
VPS35	VPS35	0.10901991	
HBEGF	HBEGF	0.108923525	
IDH2	IDH2	0.108902715	
LYPLA1	LYPLA1	0.10883203	
FAM120A	FAM120A	0.10881316	
ADAM10	ADAM10	0.10878121	
LENG8	LENG8	0.10868678	
SORT1	SORT1	0.10866873	
SEPHS2	SEPHS2	0.10798719	
RRP1	RRP1	0.10791346	
FUOM	FUOM	0.10786138	
ADI1	ADI1	0.1078489	
WDR26	WDR26	0.107815504	
MARVELD1	MARVELD1	0.107425414	
MIR222HG	MIR222HG	0.10740844	
KRT79	KRT79	0.107208416	
ATF3	ATF3	0.10710434	
VDR	VDR	0.10709215	
ATP9B	ATP9B	0.10699815	
RPL26	RPL26	0.10680298	
CST6	CST6	0.10669798	
MAP3K2	MAP3K2	0.10642516	
AP1S2	AP1S2	0.10618379	
SH3BP2	SH3BP2	0.10564605	
ZNF706	ZNF706	0.10552087	
MIF	MIF	0.105505355	
PRKX	PRKX	0.10525845	
HAGHL	HAGHL	0.10515566	
CHCHD10	CHCHD10	0.10511999	
FCRLB	FCRLB	0.1051057	
ZMIZ1	ZMIZ1	0.10499835	
EIF5A	EIF5A	0.10494077	
SNX5	SNX5	0.10484946	
HCST	HCST	0.10480547	
CHKA	CHKA	0.10447325	
S100B	S100B	0.10442335	
SPRY2	SPRY2	0.10440872	
SWAP70	SWAP70	0.10433785	
SORBS3	SORBS3	0.10432523	
EMP1	EMP1	0.10430599	
SPCS3	SPCS3	0.10428874	
GLRX2	GLRX2	0.104287855	
SFMBT2	SFMBT2	0.104128845	
SPATA18	SPATA18	0.104068525	
HNRNPA3	HNRNPA3	0.10395216	
RPS6KA2	RPS6KA2	0.10381671	
TMEM163	TMEM163	0.10381301	
NPC1	NPC1	0.10379829	
LPXN	LPXN	0.103625834	
TMEM33	TMEM33	0.103248246	
AC022509.1	AC022509.1	0.10303689	
FAIM2	FAIM2	0.10301291	
RDX	RDX	0.10291993	
NUDT4	NUDT4	0.1026767	
DENND4C	DENND4C	0.10267156	
RHOF	RHOF	0.10258164	
TM6SF1	TM6SF1	0.10250312	
NUMB	NUMB	0.1024917	
PIK3AP1	PIK3AP1	0.10230193	
WSB2	WSB2	0.10227986	
LDLR	LDLR	0.10224718	
SLC7A1	SLC7A1	0.10214386	
AP3S1	AP3S1	0.10210852	
CCRL2	CCRL2	0.10200733	
PRNP	PRNP	0.10180649	
ATP2A2	ATP2A2	0.10180622	
LINC00520	LINC00520	0.10178262	
ABHD12	ABHD12	0.10160156	
SAP30	SAP30	0.10155545	
MYC	MYC	0.10149788	
ERO1A	ERO1A	0.10112675	
ACSS2	ACSS2	0.101027355	
ITGA6	ITGA6	0.100887634	
AZIN1	AZIN1	0.10072233	
RSU1	RSU1	0.100191236	
SEC61G	SEC61G	0.10008804	
DNAJB6	DNAJB6	0.10005158	
RBM47	RBM47	0.09991411	
PARVB	PARVB	0.09984524	
PCBP2	PCBP2	0.09973405	
MAF	MAF	0.09971766	
DARS	DARS	0.099712424	
IARS	IARS	0.09969163	
ADA2	ADA2	0.099668056	
FKBP15	FKBP15	0.09960493	
ESD	ESD	0.09955187	
PABPC4	PABPC4	0.09953979	
CLEC5A	CLEC5A	0.09950979	
CSDE1	CSDE1	0.099400274	
VEGFB	VEGFB	0.09932265	
HNRNPH1	HNRNPH1	0.099277325	
TPST2	TPST2	0.09915457	
CYTL1	CYTL1	0.099068165	
ERGIC1	ERGIC1	0.099039525	
STX7	STX7	0.09902044	
PEA15	PEA15	0.09897575	
KCNK6	KCNK6	0.09893809	
SRP72	SRP72	0.09886065	
ABI1	ABI1	0.09882473	
NR3C1	NR3C1	0.098793894	
SLC25A40	SLC25A40	0.09876868	
CD83	CD83	0.09876498	
CCNI	CCNI	0.09872453	
FMN1	FMN1	0.098701455	
UBE2D3	UBE2D3	0.098616205	
PPA2	PPA2	0.09859489	
PTDSS1	PTDSS1	0.09842295	
ZNF703	ZNF703	0.09840547	
SLC1A3	SLC1A3	0.09833693	
PTEN	PTEN	0.098335974	
MRPL37	MRPL37	0.098265834	
SPPL2A	SPPL2A	0.09826358	
CBFB	CBFB	0.09819636	
MRPS36	MRPS36	0.098152354	
SRPX	SRPX	0.09813445	
CD276	CD276	0.09812459	
PTPN6	PTPN6	0.09792472	
RPL21	RPL21	0.09769137	
IRAK1	IRAK1	0.09754066	
NFATC3	NFATC3	0.09752683	
CXCL8	CXCL8	0.09743164	
CYBRD1	CYBRD1	0.09742171	
PSMD14	PSMD14	0.0972079	
SLC16A6	SLC16A6	0.09703295	
DDIT3	DDIT3	0.097025275	
HLA-DRB5	HLA-DRB5	0.096906036	
GCLM	GCLM	0.09668876	
EIF3E	EIF3E	0.09665678	
ANTXR2	ANTXR2	0.0964461	
MTRNR2L1	MTRNR2L1	0.09642157	
ACSL3	ACSL3	0.0963538	
ID2	ID2	0.09624047	
SFXN3	SFXN3	0.09601004	
DDI2	DDI2	0.095873	
TPMT	TPMT	0.09580087	
WDR1	WDR1	0.095782384	
SDC4	SDC4	0.09575626	
CMTM3	CMTM3	0.09574662	
SEPT9	SEPT9	0.09567973	
DHCR24	DHCR24	0.0956575	
ADIPOR1	ADIPOR1	0.09548755	
SH2B3	SH2B3	0.095479	
ENG	ENG	0.09545822	
ATP6V1H	ATP6V1H	0.09542562	
ADO	ADO	0.095372446	
RPS15A	RPS15A	0.095321834	
CDK5RAP2	CDK5RAP2	0.09530656	
ST3GAL5	ST3GAL5	0.09526795	
FOXN3	FOXN3	0.095094435	
QPCT	QPCT	0.09508691	
OLA1	OLA1	0.09508507	
ITPKB	ITPKB	0.09503291	
CCDC102B	CCDC102B	0.09503283	
ALDH9A1	ALDH9A1	0.09501603	
PPP2R1A	PPP2R1A	0.09481612	
PANK3	PANK3	0.09468247	
DNAJB9	DNAJB9	0.094659336	
CAMK1D	CAMK1D	0.09436229	
EPHB2	EPHB2	0.09431323	
SLC25A3	SLC25A3	0.09426536	
RNF24	RNF24	0.093982995	
RHOQ	RHOQ	0.09390773	
HSPA9	HSPA9	0.09389483	
VCL	VCL	0.09381949	
IL1A	IL1A	0.09376188	
TMED2	TMED2	0.093583375	
UBQLN1	UBQLN1	0.09357348	
UTRN	UTRN	0.093334675	
SPSB1	SPSB1	0.093304805	
UBE2B	UBE2B	0.09323791	
SLC25A6	SLC25A6	0.093183815	
SH3PXD2B	SH3PXD2B	0.09317717	
FBXO15	FBXO15	0.09314468	
ADRM1	ADRM1	0.09308146	
NOTCH1	NOTCH1	0.09300085	
NSA2	NSA2	0.09297622	
ADAM9	ADAM9	0.092934	
TTL	TTL	0.09290044	
DNAJC5B	DNAJC5B	0.09259974	
DMXL2	DMXL2	0.09258228	
RIT1	RIT1	0.09258151	
FERMT3	FERMT3	0.09255849	
ATP6V1C1	ATP6V1C1	0.092516184	
HMGCR	HMGCR	0.09236577	
ARF6	ARF6	0.092214786	
RASGEF1B	RASGEF1B	0.092179336	
SC5D	SC5D	0.092116475	
PLXNB2	PLXNB2	0.09196501	
MFHAS1	MFHAS1	0.09195885	
TUBA4A	TUBA4A	0.091954716	
HNRNPK	HNRNPK	0.09183441	
LPAR6	LPAR6	0.09182097	
ATP6V1D	ATP6V1D	0.0916947	
MAT2B	MAT2B	0.091601335	
SLC44A2	SLC44A2	0.091525644	
TMBIM6	TMBIM6	0.09141064	
HNRNPU	HNRNPU	0.091329366	
MBP	MBP	0.09112083	
PPP1R14C	PPP1R14C	0.09084163	
DBF4	DBF4	0.09084083	
COPRS	COPRS	0.09077223	
COL4A3BP	COL4A3BP	0.09074037	
ATP6V0B	ATP6V0B	0.09068028	
EIF4EBP1	EIF4EBP1	0.09064369	
LRP5	LRP5	0.0906197	
ELOVL5	ELOVL5	0.09044839	
AEN	AEN	0.09034256	
TMEM167A	TMEM167A	0.09028157	
MSN	MSN	0.09025158	
IL1B	IL1B	0.0902322	
RANBP2	RANBP2	0.09008167	
RALGDS	RALGDS	0.08990707	
SERINC3	SERINC3	0.08983384	
CLEC7A	CLEC7A	0.08968664	
SLC8B1	SLC8B1	0.08965573	
DPH3	DPH3	0.089560725	
CAPN2	CAPN2	0.08955218	
FGD6	FGD6	0.08951489	
COL6A1	COL6A1	0.089288585	
GATM	GATM	0.08924022	
NDUFB5	NDUFB5	0.08920354	
CITED2	CITED2	0.08917525	
METRNL	METRNL	0.08907175	
FTX	FTX	0.08889258	
CXCL16	CXCL16	0.088779874	
MYO1F	MYO1F	0.088637486	
RPS9	RPS9	0.08861605	
TRERF1	TRERF1	0.08853334	
HK3	HK3	0.08848195	
TMEM251	TMEM251	0.08843671	
ARMC10	ARMC10	0.088396825	
SLC48A1	SLC48A1	0.088358894	
TRIM47	TRIM47	0.08831461	
SMARCD2	SMARCD2	0.0882633	
P2RY6	P2RY6	0.08816486	
NPW	NPW	0.08815533	
RPL36	RPL36	0.08812446	
FYB1	FYB1	0.088074096	
HSPH1	HSPH1	0.08802813	
TRAM1	TRAM1	0.08786636	
FADS2	FADS2	0.087860145	
ADAM28	ADAM28	0.087859504	
HS3ST2	HS3ST2	0.08771756	
MOSPD1	MOSPD1	0.08767329	
OSTC	OSTC	0.08756118	
USO1	USO1	0.0875266	
XBP1	XBP1	0.08733726	
G3BP1	G3BP1	0.08728002	
LNPK	LNPK	0.08725717	
NDUFS8	NDUFS8	0.08721674	
NPEPPS	NPEPPS	0.087091126	
SLC39A3	SLC39A3	0.08684915	
SPCS2	SPCS2	0.08677861	
HSPA8	HSPA8	0.08668505	
SLC25A33	SLC25A33	0.08666465	
PSMD7	PSMD7	0.086659275	
SMAD2	SMAD2	0.08652422	
MTCH2	MTCH2	0.086520866	
U2AF1	U2AF1	0.0864236	
FHOD1	FHOD1	0.086358674	
GLRX3	GLRX3	0.08631592	
XPOT	XPOT	0.086283736	
HMGCS1	HMGCS1	0.086282946	
ARL8B	ARL8B	0.08627599	
C1orf43	C1orf43	0.08625483	
VAC14	VAC14	0.08622656	
CACYBP	CACYBP	0.08620644	
KHDRBS1	KHDRBS1	0.08612375	
HSD3B7	HSD3B7	0.086079605	
BLOC1S6	BLOC1S6	0.085941985	
RAP2A	RAP2A	0.085937984	
NABP1	NABP1	0.08593151	
GAS6-AS1	GAS6-AS1	0.085930556	
HVCN1	HVCN1	0.08591467	
TRIAP1	TRIAP1	0.08590004	
TMEM158	TMEM158	0.08569387	
N4BP2L2	N4BP2L2	0.085690916	
NARS	NARS	0.085580215	
UGCG	UGCG	0.085515074	
SNAP23	SNAP23	0.08549659	
MAP3K20	MAP3K20	0.08542857	
CES1	CES1	0.08538542	
EBP	EBP	0.085361116	
TMEM192	TMEM192	0.08533509	
CEBPG	CEBPG	0.085307494	
EMC3	EMC3	0.08528244	
PNPLA3	PNPLA3	0.08526897	
PPP2R5C	PPP2R5C	0.085201174	
NCOA3	NCOA3	0.0851986	
COPA	COPA	0.0851701	
ATF4	ATF4	0.08510215	
UBA2	UBA2	0.08500487	
CYB5R4	CYB5R4	0.08500103	
SVIP	SVIP	0.084992476	
SSR1	SSR1	0.08492191	
CCNG2	CCNG2	0.084863275	
LACC1	LACC1	0.0847113	
SLC30A7	SLC30A7	0.08460185	
ITGAE	ITGAE	0.08458918	
MGAT1	MGAT1	0.08457193	
KPNA3	KPNA3	0.08452964	
CBR3	CBR3	0.0845218	
THUMPD3-AS1	THUMPD3-AS1	0.08447303	
TMCC3	TMCC3	0.08445931	
NIPA2	NIPA2	0.0844043	
ATP5MD	ATP5MD	0.08423851	
PPP2CA	PPP2CA	0.08421657	
RPS4Y1	RPS4Y1	0.084205136	
AKR1A1	AKR1A1	0.08392109	
AGPS	AGPS	0.08383001	
MAT2A	MAT2A	0.08378626	
SERINC1	SERINC1	0.08378505	
CLECL1	CLECL1	0.08363265	
RPS24	RPS24	0.083551385	
FAM89B	FAM89B	0.08353995	
EEF1B2	EEF1B2	0.08351335	
PURB	PURB	0.0834632	
CLCN7	CLCN7	0.08342174	
GYG1	GYG1	0.083341435	
FRG1	FRG1	0.0833296	
MIR4435-2HG	MIR4435-2HG	0.0833109	
SMG1	SMG1	0.08330806	
DUSP14	DUSP14	0.08328139	
BAG3	BAG3	0.0832487	
RAB7A	RAB7A	0.08322427	
KPNA4	KPNA4	0.08307077	
SNTB1	SNTB1	0.08301119	
PPIL3	PPIL3	0.08299825	
KCNN4	KCNN4	0.08294041	
SLC1A4	SLC1A4	0.082930416	
PSD3	PSD3	0.08290338	
SLC8A1	SLC8A1	0.0828666	
GARS	GARS	0.0828515	
KLHL24	KLHL24	0.08281253	
TATDN1	TATDN1	0.08276969	
YIPF4	YIPF4	0.08266723	
LAMTOR3	LAMTOR3	0.08263955	
SLC7A11	SLC7A11	0.08244065	
SCAMP3	SCAMP3	0.082350105	
